File Name,Object Name
./Annotations\0083.xml,medium-polygonal
./Annotations\0083.xml,small-polygonal
./Annotations\0083.xml,medium-polygonal
./Annotations\0083.xml,small-spread
./Annotations\0084.xml,small-polygonal
./Annotations\0084.xml,dividing
./Annotations\0084.xml,medium-spread
./Annotations\0084.xml,medium-spread
./Annotations\0084.xml,small-polygonal
./Annotations\0084.xml,medium-polygonal
./Annotations\0084.xml,small-polygonal
./Annotations\0084.xml,small-polygonal
./Annotations\0084.xml,medium-spread
./Annotations\0084.xml,small-polygonal
./Annotations\0084.xml,dividing
./Annotations\0084.xml,medium-spread
./Annotations\0084.xml,medium-spread
./Annotations\0084.xml,dividing
./Annotations\0084.xml,dividing
./Annotations\0084.xml,small-polygonal
./Annotations\0085.xml,dividing
./Annotations\0085.xml,dividing
./Annotations\0085.xml,dividing
./Annotations\0085.xml,medium-polygonal
./Annotations\0085.xml,medium-polygonal
./Annotations\0085.xml,small-polygonal
./Annotations\0085.xml,small-polygonal
./Annotations\0085.xml,small-polygonal
./Annotations\0085.xml,small-spread
./Annotations\0085.xml,medium-spread
./Annotations\0085.xml,small-polygonal
./Annotations\0085.xml,medium-polygonal
./Annotations\0085.xml,small-polygonal
./Annotations\0085.xml,small-polygonal
./Annotations\0085.xml,medium-spread
./Annotations\0085.xml,small-polygonal
./Annotations\0085.xml,small-polygonal
./Annotations\0085.xml,small-polygonal
./Annotations\0085.xml,medium-polygonal
./Annotations\0085.xml,small-polygonal
./Annotations\0085.xml,medium-spread
./Annotations\0085.xml,dividing
./Annotations\0085.xml,small-polygonal
./Annotations\0085.xml,small-polygonal
./Annotations\0085.xml,small-polygonal
./Annotations\0085.xml,medium-polygonal
./Annotations\0085.xml,large-spread
./Annotations\0086.xml,small-polygonal
./Annotations\0086.xml,medium-polygonal
./Annotations\0086.xml,small-spread
./Annotations\0086.xml,small-spread
./Annotations\0086.xml,small-polygonal
./Annotations\0086.xml,small-polygonal
./Annotations\0086.xml,medium-polygonal
./Annotations\0086.xml,medium-polygonal
./Annotations\0086.xml,medium-polygonal
./Annotations\0086.xml,dividing
./Annotations\0086.xml,medium-polygonal
./Annotations\0086.xml,medium-polygonal
./Annotations\0086.xml,medium-polygonal
./Annotations\0086.xml,medium-spread
./Annotations\0086.xml,medium-spread
./Annotations\0086.xml,small-polygonal
./Annotations\0086.xml,medium-spread
./Annotations\0086.xml,small-polygonal
./Annotations\0086.xml,small-polygonal
./Annotations\0086.xml,dividing
./Annotations\0086.xml,small-round
./Annotations\0087.xml,medium-spread
./Annotations\0087.xml,small-polygonal
./Annotations\0087.xml,small-polygonal
./Annotations\0087.xml,small-spread
./Annotations\0087.xml,small-polygonal
./Annotations\0087.xml,dividing
./Annotations\0087.xml,medium-spread
./Annotations\0087.xml,dividing
./Annotations\0087.xml,medium-spread
./Annotations\0087.xml,medium-spread
./Annotations\0087.xml,medium-spread
./Annotations\0087.xml,small-spread
./Annotations\0087.xml,small-round
./Annotations\0087.xml,medium-spread
./Annotations\0087.xml,medium-spread
./Annotations\0087.xml,dividing
./Annotations\0088.xml,medium-polygonal
./Annotations\0088.xml,medium-polygonal
./Annotations\0088.xml,medium-spread
./Annotations\0088.xml,small-polygonal
./Annotations\0088.xml,small-polygonal
./Annotations\0088.xml,dividing
./Annotations\0088.xml,dividing
./Annotations\0088.xml,medium-spread
./Annotations\0088.xml,small-polygonal
./Annotations\0088.xml,small-polygonal
./Annotations\0088.xml,small-spread
./Annotations\0088.xml,small-spread
./Annotations\0088.xml,small-spread
./Annotations\0088.xml,small-polygonal
./Annotations\0088.xml,medium-polygonal
./Annotations\0088.xml,small-polygonal
./Annotations\0088.xml,large-spread
./Annotations\0088.xml,small-polygonal
./Annotations\0088.xml,medium-polygonal
./Annotations\0088.xml,dividing
./Annotations\0088.xml,dividing
./Annotations\0089.xml,small-polygonal
./Annotations\0089.xml,small-polygonal
./Annotations\0089.xml,medium-polygonal
./Annotations\0089.xml,small-polygonal
./Annotations\0089.xml,small-polygonal
./Annotations\0089.xml,dividing
./Annotations\0089.xml,medium-spread
./Annotations\0089.xml,medium-spread
./Annotations\0089.xml,dividing
./Annotations\0089.xml,medium-polygonal
./Annotations\0089.xml,medium-polygonal
./Annotations\0089.xml,medium-polygonal
./Annotations\0090.xml,dividing
./Annotations\0090.xml,large-spread
./Annotations\0090.xml,medium-polygonal
./Annotations\0090.xml,dividing
./Annotations\0090.xml,medium-polygonal
./Annotations\0090.xml,small-polygonal
./Annotations\0090.xml,medium-spread
./Annotations\0090.xml,small-polygonal
./Annotations\0090.xml,small-polygonal
./Annotations\0090.xml,medium-spread
./Annotations\0090.xml,small-polygonal
./Annotations\0090.xml,small-polygonal
./Annotations\0091.xml,medium-polygonal
./Annotations\0091.xml,small-polygonal
./Annotations\0091.xml,medium-polygonal
./Annotations\0091.xml,small-spread
./Annotations\0091.xml,medium-spread
./Annotations\0091.xml,small-polygonal
./Annotations\0091.xml,medium-spread
./Annotations\0091.xml,small-spread
./Annotations\0091.xml,small-polygonal
./Annotations\0091.xml,small-spread
./Annotations\0091.xml,medium-spread
./Annotations\0091.xml,small-polygonal
./Annotations\0092.xml,dividing
./Annotations\0092.xml,dividing
./Annotations\0092.xml,small-polygonal
./Annotations\0092.xml,dividing
./Annotations\0092.xml,dividing
./Annotations\0092.xml,medium-spread
./Annotations\0092.xml,small-polygonal
./Annotations\0092.xml,small-polygonal
./Annotations\0092.xml,medium-polygonal
./Annotations\0092.xml,medium-spread
./Annotations\0092.xml,small-polygonal
./Annotations\0092.xml,medium-spread
./Annotations\0092.xml,dividing
./Annotations\0092.xml,dividing
./Annotations\0092.xml,medium-polygonal
./Annotations\0092.xml,small-polygonal
./Annotations\0093.xml,dividing
./Annotations\0093.xml,dividing
./Annotations\0093.xml,medium-polygonal
./Annotations\0093.xml,medium-spread
./Annotations\0093.xml,dividing
./Annotations\0093.xml,medium-spread
./Annotations\0093.xml,medium-polygonal
./Annotations\0093.xml,medium-polygonal
./Annotations\0093.xml,medium-polygonal
./Annotations\0093.xml,medium-polygonal
./Annotations\0093.xml,small-spread
./Annotations\0093.xml,small-polygonal
./Annotations\0093.xml,dividing
./Annotations\0093.xml,small-polygonal
./Annotations\0093.xml,small-polygonal
./Annotations\0094.xml,medium-polygonal
./Annotations\0094.xml,medium-polygonal
./Annotations\0094.xml,medium-spread
./Annotations\0094.xml,small-spread
./Annotations\0094.xml,medium-spread
./Annotations\0094.xml,small-polygonal
./Annotations\0094.xml,medium-polygonal
./Annotations\0094.xml,small-polygonal
./Annotations\0094.xml,medium-polygonal
./Annotations\0094.xml,medium-spread
./Annotations\0094.xml,dividing
./Annotations\0094.xml,dividing
./Annotations\0094.xml,small-spread
./Annotations\0094.xml,small-polygonal
./Annotations\0094.xml,medium-spread
./Annotations\0095.xml,dividing
./Annotations\0095.xml,dividing
./Annotations\0095.xml,dividing
./Annotations\0095.xml,medium-polygonal
./Annotations\0095.xml,medium-spread
./Annotations\0095.xml,small-polygonal
./Annotations\0095.xml,dividing
./Annotations\0096.xml,small-polygonal
./Annotations\0096.xml,dividing
./Annotations\0096.xml,medium-polygonal
./Annotations\0096.xml,medium-polygonal
./Annotations\0096.xml,dividing
./Annotations\0096.xml,small-spread
./Annotations\0096.xml,small-polygonal
./Annotations\0096.xml,medium-polygonal
./Annotations\0096.xml,medium-spread
./Annotations\0096.xml,small-spread
./Annotations\0096.xml,medium-spread
./Annotations\0096.xml,medium-spread
./Annotations\0097.xml,dividing
./Annotations\0097.xml,small-polygonal
./Annotations\0097.xml,small-spread
./Annotations\0097.xml,small-spread
./Annotations\0097.xml,small-polygonal
./Annotations\0097.xml,small-polygonal
./Annotations\0097.xml,medium-polygonal
./Annotations\0098.xml,medium-spread
./Annotations\0098.xml,small-polygonal
./Annotations\0098.xml,medium-polygonal
./Annotations\0098.xml,small-spread
./Annotations\0098.xml,small-spread
./Annotations\0098.xml,medium-polygonal
./Annotations\0098.xml,medium-polygonal
./Annotations\0099.xml,small-polygonal
./Annotations\0099.xml,small-polygonal
./Annotations\0099.xml,small-polygonal
./Annotations\0099.xml,dividing
./Annotations\0100.xml,medium-spread
./Annotations\0100.xml,dividing
./Annotations\0100.xml,medium-polygonal
./Annotations\0100.xml,small-polygonal
./Annotations\0100.xml,medium-spread
./Annotations\0101.xml,dividing
./Annotations\0101.xml,small-polygonal
./Annotations\0101.xml,medium-polygonal
./Annotations\0101.xml,small-polygonal
./Annotations\0101.xml,medium-polygonal
./Annotations\0101.xml,medium-polygonal
./Annotations\0101.xml,medium-polygonal
./Annotations\0101.xml,medium-spread
./Annotations\0101.xml,medium-polygonal
./Annotations\0101.xml,medium-polygonal
./Annotations\0101.xml,medium-spread
./Annotations\0101.xml,medium-spread
./Annotations\0102.xml,medium-polygonal
./Annotations\0102.xml,small-polygonal
./Annotations\0102.xml,medium-polygonal
./Annotations\0102.xml,dividing
./Annotations\0102.xml,small-polygonal
./Annotations\0103.xml,small-spread
./Annotations\0103.xml,small-polygonal
./Annotations\0103.xml,small-polygonal
./Annotations\0103.xml,dividing
./Annotations\0103.xml,dividing
./Annotations\0103.xml,dividing
./Annotations\0103.xml,small-spread
./Annotations\0103.xml,dividing
./Annotations\0103.xml,medium-spread
./Annotations\0103.xml,dividing
./Annotations\0103.xml,small-round
./Annotations\0104.xml,small-spread
./Annotations\0104.xml,small-polygonal
./Annotations\0104.xml,small-polygonal
./Annotations\0104.xml,small-spread
./Annotations\0104.xml,medium-polygonal
./Annotations\0104.xml,medium-polygonal
./Annotations\0104.xml,dividing
./Annotations\0104.xml,dividing
./Annotations\0104.xml,dividing
./Annotations\0104.xml,small-polygonal
./Annotations\0105.xml,small-spread
./Annotations\0105.xml,small-spread
./Annotations\0105.xml,medium-spread
./Annotations\0105.xml,medium-spread
./Annotations\0105.xml,medium-polygonal
./Annotations\0105.xml,medium-polygonal
./Annotations\0105.xml,medium-polygonal
./Annotations\0105.xml,medium-spread
./Annotations\0105.xml,medium-spread
./Annotations\0105.xml,medium-polygonal
./Annotations\0105.xml,medium-spread
./Annotations\0105.xml,medium-spread
./Annotations\0105.xml,small-polygonal
./Annotations\0105.xml,small-polygonal
./Annotations\0105.xml,medium-polygonal
./Annotations\0105.xml,dividing
./Annotations\0105.xml,dividing
./Annotations\0106.xml,dividing
./Annotations\0106.xml,small-polygonal
./Annotations\0106.xml,dividing
./Annotations\0106.xml,medium-spread
./Annotations\0106.xml,small-spread
./Annotations\0106.xml,medium-spread
./Annotations\0106.xml,small-polygonal
./Annotations\0107.xml,dividing
./Annotations\0107.xml,small-spread
./Annotations\0107.xml,medium-polygonal
./Annotations\0107.xml,medium-polygonal
./Annotations\0107.xml,small-polygonal
./Annotations\0107.xml,medium-polygonal
./Annotations\0107.xml,medium-spread
./Annotations\0107.xml,medium-spread
./Annotations\0107.xml,dividing
./Annotations\0107.xml,medium-polygonal
./Annotations\0107.xml,medium-spread
./Annotations\0107.xml,medium-spread
./Annotations\0108.xml,dividing
./Annotations\0108.xml,small-spread
./Annotations\0108.xml,small-polygonal
./Annotations\0108.xml,dividing
./Annotations\0108.xml,small-polygonal
./Annotations\0108.xml,small-polygonal
./Annotations\0108.xml,medium-spread
./Annotations\0108.xml,small-polygonal
./Annotations\0108.xml,dividing
./Annotations\0108.xml,medium-polygonal
./Annotations\0108.xml,medium-polygonal
./Annotations\0108.xml,dividing
./Annotations\0108.xml,medium-polygonal
./Annotations\0108.xml,medium-polygonal
./Annotations\0109.xml,dividing
./Annotations\0109.xml,small-spread
./Annotations\0109.xml,small-polygonal
./Annotations\0109.xml,medium-spread
./Annotations\0109.xml,medium-spread
./Annotations\0109.xml,large-polygonal
./Annotations\0109.xml,medium-polygonal
./Annotations\0110.xml,dividing
./Annotations\0110.xml,small-spread
./Annotations\0110.xml,medium-polygonal
./Annotations\0110.xml,dividing
./Annotations\0110.xml,medium-spread
./Annotations\0110.xml,medium-polygonal
./Annotations\0110.xml,medium-spread
./Annotations\0111.xml,dividing
./Annotations\0111.xml,small-polygonal
./Annotations\0111.xml,dividing
./Annotations\0111.xml,small-spread
./Annotations\0111.xml,medium-spread
./Annotations\0111.xml,medium-spread
./Annotations\0111.xml,dividing
./Annotations\0111.xml,medium-spread
./Annotations\0111.xml,small-polygonal
./Annotations\0112.xml,dividing
./Annotations\0112.xml,medium-spread
./Annotations\0112.xml,medium-polygonal
./Annotations\0112.xml,small-polygonal
./Annotations\0113.xml,medium-polygonal
./Annotations\0113.xml,medium-spread
./Annotations\0113.xml,medium-spread
./Annotations\0113.xml,small-polygonal
./Annotations\0113.xml,medium-spread
./Annotations\0113.xml,dividing
./Annotations\0113.xml,medium-spread
./Annotations\0113.xml,medium-spread
./Annotations\0114.xml,medium-polygonal
./Annotations\0114.xml,small-spread
./Annotations\0114.xml,small-polygonal
./Annotations\0114.xml,medium-polygonal
./Annotations\0115.xml,medium-spread
./Annotations\0115.xml,medium-spread
./Annotations\0115.xml,small-polygonal
./Annotations\0116.xml,dividing
./Annotations\0116.xml,medium-spread
./Annotations\0116.xml,small-polygonal
./Annotations\0116.xml,medium-spread
./Annotations\0116.xml,medium-spread
./Annotations\0116.xml,medium-spread
./Annotations\0116.xml,medium-polygonal
./Annotations\0116.xml,small-spread
./Annotations\0116.xml,dividing
./Annotations\0116.xml,medium-polygonal
./Annotations\0116.xml,small-spread
./Annotations\0116.xml,small-polygonal
./Annotations\0116.xml,small-round
./Annotations\0117.xml,dividing
./Annotations\0117.xml,dividing
./Annotations\0117.xml,dividing
./Annotations\0117.xml,medium-spread
./Annotations\0117.xml,medium-polygonal
./Annotations\0117.xml,medium-polygonal
./Annotations\0117.xml,medium-polygonal
./Annotations\0117.xml,small-polygonal
./Annotations\0117.xml,medium-spread
./Annotations\0117.xml,spindle
./Annotations\0117.xml,medium-spread
./Annotations\0118.xml,spindle
./Annotations\0118.xml,spindle
./Annotations\0118.xml,medium-spread
./Annotations\0118.xml,medium-polygonal
./Annotations\0118.xml,medium-polygonal
./Annotations\0118.xml,medium-spread
./Annotations\0118.xml,medium-spread
./Annotations\0118.xml,medium-spread
./Annotations\0119.xml,small-spread
./Annotations\0119.xml,small-polygonal
./Annotations\0119.xml,small-spread
./Annotations\0119.xml,medium-polygonal
./Annotations\0119.xml,medium-polygonal
./Annotations\0119.xml,dividing
./Annotations\0119.xml,small-spread
./Annotations\0119.xml,dividing
./Annotations\0119.xml,dividing
./Annotations\0119.xml,medium-spread
./Annotations\0119.xml,medium-spread
./Annotations\0119.xml,medium-spread
./Annotations\0120.xml,small-polygonal
./Annotations\0120.xml,dividing
./Annotations\0120.xml,small-polygonal
./Annotations\0120.xml,small-polygonal
./Annotations\0120.xml,medium-polygonal
./Annotations\0120.xml,medium-spread
./Annotations\0120.xml,medium-polygonal
./Annotations\0120.xml,medium-spread
./Annotations\0120.xml,medium-spread
./Annotations\0120.xml,dividing
./Annotations\0120.xml,medium-spread
./Annotations\0121.xml,dividing
./Annotations\0121.xml,medium-polygonal
./Annotations\0121.xml,medium-spread
./Annotations\0121.xml,medium-spread
./Annotations\0121.xml,medium-spread
./Annotations\0121.xml,medium-polygonal
./Annotations\0121.xml,small-spread
./Annotations\0122.xml,medium-polygonal
./Annotations\0122.xml,medium-spread
./Annotations\0122.xml,small-polygonal
./Annotations\0122.xml,dividing
./Annotations\0122.xml,small-round
./Annotations\0122.xml,medium-polygonal
./Annotations\0122.xml,small-spread
./Annotations\0123.xml,small-polygonal
./Annotations\0123.xml,small-polygonal
./Annotations\0123.xml,small-polygonal
./Annotations\0123.xml,small-polygonal
./Annotations\0123.xml,small-round
./Annotations\0123.xml,small-round
./Annotations\0123.xml,small-spread
./Annotations\0123.xml,medium-spread
./Annotations\0123.xml,small-spread
./Annotations\0123.xml,small-spread
./Annotations\0123.xml,medium-spread
./Annotations\0123.xml,medium-polygonal
./Annotations\0123.xml,medium-spread
./Annotations\0123.xml,medium-spread
./Annotations\0123.xml,small-polygonal
./Annotations\0123.xml,small-polygonal
./Annotations\0123.xml,small-polygonal
./Annotations\0123.xml,medium-spread
./Annotations\0123.xml,medium-spread
./Annotations\0124.xml,dividing
./Annotations\0124.xml,small-polygonal
./Annotations\0124.xml,medium-polygonal
./Annotations\0124.xml,medium-spread
./Annotations\0124.xml,small-spread
./Annotations\0124.xml,small-spread
./Annotations\0124.xml,small-round
./Annotations\0124.xml,small-polygonal
./Annotations\0124.xml,medium-polygonal
./Annotations\0124.xml,medium-polygonal
./Annotations\0125.xml,small-spread
./Annotations\0125.xml,small-spread
./Annotations\0125.xml,medium-polygonal
./Annotations\0125.xml,medium-spread
./Annotations\0125.xml,medium-polygonal
./Annotations\0125.xml,small-polygonal
./Annotations\0125.xml,small-polygonal
./Annotations\0125.xml,medium-polygonal
./Annotations\0125.xml,dividing
./Annotations\0125.xml,medium-spread
./Annotations\0125.xml,medium-spread
./Annotations\0125.xml,large-spread
./Annotations\0126.xml,dividing
./Annotations\0126.xml,medium-spread
./Annotations\0126.xml,small-spread
./Annotations\0126.xml,dividing
./Annotations\0126.xml,dividing
./Annotations\0126.xml,dividing
./Annotations\0126.xml,dividing
./Annotations\0127.xml,dividing
./Annotations\0127.xml,medium-polygonal
./Annotations\0127.xml,medium-polygonal
./Annotations\0127.xml,dividing
./Annotations\0127.xml,medium-spread
./Annotations\0127.xml,medium-spread
./Annotations\0127.xml,small-polygonal
./Annotations\0127.xml,small-polygonal
./Annotations\0127.xml,dividing
./Annotations\0127.xml,medium-polygonal
./Annotations\0128.xml,dividing
./Annotations\0128.xml,dividing
./Annotations\0128.xml,medium-polygonal
./Annotations\0128.xml,medium-polygonal
./Annotations\0128.xml,small-polygonal
./Annotations\0128.xml,medium-spread
./Annotations\0128.xml,dividing
./Annotations\0128.xml,dividing
./Annotations\0128.xml,dividing
./Annotations\0128.xml,medium-spread
./Annotations\0128.xml,medium-polygonal
./Annotations\0128.xml,medium-spread
./Annotations\0129.xml,small-spread
./Annotations\0129.xml,dividing
./Annotations\0129.xml,dividing
./Annotations\0129.xml,dividing
./Annotations\0129.xml,medium-spread
./Annotations\0129.xml,medium-polygonal
